temperature	xi	si_iii	wavelength	opacity
98.662437439	7.19678735733	si_iii	1206.5	0.0	
98.662437439	7.23694801331	si_iii	1206.5	0.0	
98.662437439	7.27710866928	si_iii	1206.5	0.0	
98.662437439	7.31726884842	si_iii	1206.5	0.0	
98.662437439	7.35742950439	si_iii	1206.5	0.0	
98.662437439	7.39759016037	si_iii	1206.5	0.0	
98.662437439	7.43775081635	si_iii	1206.5	0.0	
98.662437439	7.47791147232	si_iii	1206.5	0.0	
98.662437439	7.5180721283	si_iii	1206.5	0.0	
98.662437439	7.55823278427	si_iii	1206.5	0.0	
98.662437439	7.59839344025	si_iii	1206.5	0.0	
98.662437439	7.63855409622	si_iii	1206.5	0.0	
98.662437439	7.6787147522	si_iii	1206.5	0.0	
98.662437439	7.71887540817	si_iii	1206.5	0.0	
98.662437439	7.75903606415	si_iii	1206.5	0.0	
98.662437439	7.79919672012	si_iii	1206.5	0.0	
98.662437439	7.8393573761	si_iii	1206.5	0.0	
98.662437439	7.87951803207	si_iii	1206.5	0.0	
98.662437439	7.91967868805	si_iii	1206.5	0.0	
98.662437439	7.95983934402	si_iii	1206.5	0.0	
98.662437439	8.0	si_iii	1206.5	0.0	
103.518295288	-2.0	si_iii	1206.5	0.0	
103.518295288	-1.95983934402	si_iii	1206.5	0.0	
103.518295288	-1.91967868805	si_iii	1206.5	0.0	
103.518295288	-1.87951803207	si_iii	1206.5	0.0	
103.518295288	-1.8393573761	si_iii	1206.5	0.0	
103.518295288	-1.79919683933	si_iii	1206.5	0.0	
103.518295288	-1.75903618336	si_iii	1206.5	0.0	
103.518295288	-1.71887552738	si_iii	1206.5	0.0	
103.518295288	-1.67871487141	si_iii	1206.5	0.0	
103.518295288	-1.63855421543	si_iii	1206.5	0.0	
103.518295288	-1.59839355946	si_iii	1206.5	0.0	
103.518295288	-1.55823290348	si_iii	1206.5	0.0	
103.518295288	-1.51807224751	si_iii	1206.5	0.0	
103.518295288	-1.47791159153	si_iii	1206.5	0.0	
103.518295288	-1.43775105476	si_iii	1206.5	0.0	
103.518295288	-1.39759039879	si_iii	1206.5	0.0	
103.518295288	-1.35742974281	si_iii	1206.5	0.0	
103.518295288	-1.31726908684	si_iii	1206.5	0.0	
103.518295288	-1.27710843086	si_iii	1206.5	0.0	
103.518295288	-1.23694777489	si_iii	1206.5	0.0	
103.518295288	-1.19678711891	si_iii	1206.5	0.0	
103.518295288	-1.15662646294	si_iii	1206.5	0.0	
103.518295288	-1.11646580696	si_iii	1206.5	0.0	
103.518295288	-1.0763052702	si_iii	1206.5	0.0	
103.518295288	-1.03614461422	si_iii	1206.5	0.0	
103.518295288	-0.995983958244	si_iii	1206.5	0.0	
103.518295288	-0.955823302269	si_iii	1206.5	0.0	
103.518295288	-0.915662646294	si_iii	1206.5	0.0	
103.518295288	-0.875501990318	si_iii	1206.5	0.0	
103.518295288	-0.835341393948	si_iii	1206.5	0.0	
103.518295288	-0.795180737972	si_iii	1206.5	0.0	
103.518295288	-0.755020081997	si_iii	1206.5	0.0	
103.518295288	-0.714859426022	si_iii	1206.5	0.0	
103.518295288	-0.674698770046	si_iii	1206.5	0.0	
103.518295288	-0.634538173676	si_iii	1206.5	0.0	
103.518295288	-0.5943775177	si_iii	1206.5	0.0	
103.518295288	-0.554216861725	si_iii	1206.5	0.0	
103.518295288	-0.51405620575	si_iii	1206.5	0.0	
103.518295288	-0.473895579576	si_iii	1206.5	0.0	
103.518295288	-0.433734953403	si_iii	1206.5	0.0	
103.518295288	-0.393574297428	si_iii	1206.5	0.0	
103.518295288	-0.353413641453	si_iii	1206.5	0.0	
103.518295288	-0.31325301528	si_iii	1206.5	0.0	
103.518295288	-0.273092359304	si_iii	1206.5	0.0	
103.518295288	-0.232931733131	si_iii	1206.5	0.0	
103.518295288	-0.192771077156	si_iii	1206.5	0.0	
103.518295288	-0.152610436082	si_iii	1206.5	0.0	
103.518295288	-0.112449802458	si_iii	1206.5	0.0	
103.518295288	-0.0722891539335	si_iii	1206.5	0.0	
103.518295288	-0.0321285128593	si_iii	1206.5	0.0	
103.518295288	0.00803212821484	si_iii	1206.5	0.0	
103.518295288	0.048192769289	si_iii	1206.5	0.0	
103.518295288	0.0883534103632	si_iii	1206.5	0.0	
103.518295288	0.128514051437	si_iii	1206.5	0.0	
103.518295288	0.168674692512	si_iii	1206.5	0.0	
103.518295288	0.208835348487	si_iii	1206.5	0.0	
103.518295288	0.248995989561	si_iii	1206.5	0.0	
103.518295288	0.289156615734	si_iii	1206.5	0.0	
103.518295288	0.329317271709	si_iii	1206.5	0.0	
103.518295288	0.369477897882	si_iii	1206.5	0.0	
103.518295288	0.409638553858	si_iii	1206.5	0.0	
103.518295288	0.449799209833	si_iii	1206.5	0.0	
103.518295288	0.489959836006	si_iii	1206.5	0.0	
103.518295288	0.530120491982	si_iii	1206.5	0.0	
103.518295288	0.570281147957	si_iii	1206.5	0.0	
103.518295288	0.610441744328	si_iii	1206.5	0.0	
103.518295288	0.650602400303	si_iii	1206.5	0.0	
103.518295288	0.690763056278	si_iii	1206.5	0.0	
103.518295288	0.730923712254	si_iii	1206.5	0.0	
103.518295288	0.771084308624	si_iii	1206.5	0.0	
103.518295288	0.8112449646	si_iii	1206.5	0.0	
103.518295288	0.851405620575	si_iii	1206.5	0.0	
103.518295288	0.89156627655	si_iii	1206.5	0.0	
103.518295288	0.931726932526	si_iii	1206.5	0.0	
103.518295288	0.971887528896	si_iii	1206.5	0.0	
103.518295288	1.01204824448	si_iii	1206.5	0.0	
103.518295288	1.05220878124	si_iii	1206.5	0.0	
103.518295288	1.09236943722	si_iii	1206.5	0.0	
103.518295288	1.13253009319	si_iii	1206.5	0.0	
103.518295288	1.17269074917	si_iii	1206.5	0.0	
103.518295288	1.21285140514	si_iii	1206.5	0.0	
103.518295288	1.25301206112	si_iii	1206.5	0.0	
103.518295288	1.29317271709	si_iii	1206.5	0.0	
103.518295288	1.33333337307	si_iii	1206.5	0.0	
103.518295288	1.37349402905	si_iii	1206.5	0.0	
103.518295288	1.41365456581	si_iii	1206.5	0.0	
103.518295288	1.45381522179	si_iii	1206.5	0.0	
103.518295288	1.49397587776	si_iii	1206.5	0.0	
103.518295288	1.53413653374	si_iii	1206.5	0.0	
103.518295288	1.57429718971	si_iii	1206.5	0.0	
103.518295288	1.61445784569	si_iii	1206.5	0.0	
103.518295288	1.65461850166	si_iii	1206.5	0.0	
103.518295288	1.69477915764	si_iii	1206.5	0.0	
103.518295288	1.73493981361	si_iii	1206.5	0.0	
103.518295288	1.77510035038	si_iii	1206.5	0.0	
103.518295288	1.81526100636	si_iii	1206.5	0.0	
103.518295288	1.85542166233	si_iii	1206.5	0.0	
103.518295288	1.89558231831	si_iii	1206.5	0.0	
103.518295288	1.93574297428	si_iii	1206.5	0.0	
103.518295288	1.97590363026	si_iii	1206.5	0.0	
103.518295288	2.01606416702	si_iii	1206.5	0.0	
103.518295288	2.056224823	si_iii	1206.5	0.0	
103.518295288	2.09638547897	si_iii	1206.5	0.0	
103.518295288	2.13654613495	si_iii	1206.5	0.0	
103.518295288	2.17670679092	si_iii	1206.5	0.0	
103.518295288	2.2168674469	si_iii	1206.5	0.0	
103.518295288	2.25702810287	si_iii	1206.5	0.0	
103.518295288	2.29718875885	si_iii	1206.5	0.0	
103.518295288	2.33734941483	si_iii	1206.5	0.0	
103.518295288	2.3775100708	si_iii	1206.5	0.0	
103.518295288	2.41767072678	si_iii	1206.5	0.0	
103.518295288	2.45783138275	si_iii	1206.5	0.0	
103.518295288	2.49799203873	si_iii	1206.5	0.0	
103.518295288	2.5381526947	si_iii	1206.5	0.0	
103.518295288	2.57831335068	si_iii	1206.5	0.0	
103.518295288	2.61847400665	si_iii	1206.5	0.0	
103.518295288	2.65863442421	si_iii	1206.5	0.0	
103.518295288	2.69879508018	si_iii	1206.5	0.0	
103.518295288	2.73895573616	si_iii	1206.5	0.0	
103.518295288	2.77911639214	si_iii	1206.5	0.0	
103.518295288	2.81927704811	si_iii	1206.5	0.0	
103.518295288	2.85943770409	si_iii	1206.5	0.0	
103.518295288	2.89959836006	si_iii	1206.5	0.0	
103.518295288	2.93975901604	si_iii	1206.5	0.0	
103.518295288	2.97991967201	si_iii	1206.5	0.0	
103.518295288	3.02008032799	si_iii	1206.5	0.0	
103.518295288	3.06024098396	si_iii	1206.5	0.0	
103.518295288	3.10040163994	si_iii	1206.5	0.0	
103.518295288	3.14056229591	si_iii	1206.5	0.0	
103.518295288	3.18072295189	si_iii	1206.5	0.0	
103.518295288	3.22088360786	si_iii	1206.5	0.0	
103.518295288	3.26104426384	si_iii	1206.5	0.0	
103.518295288	3.30120491982	si_iii	1206.5	0.0	
103.518295288	3.34136557579	si_iii	1206.5	0.0	
103.518295288	3.38152599335	si_iii	1206.5	0.0	
103.518295288	3.42168664932	si_iii	1206.5	0.0	
103.518295288	3.4618473053	si_iii	1206.5	0.0	
103.518295288	3.50200796127	si_iii	1206.5	0.0	
103.518295288	3.54216861725	si_iii	1206.5	0.0	
103.518295288	3.58232927322	si_iii	1206.5	0.0	
103.518295288	3.6224899292	si_iii	1206.5	0.0	
103.518295288	3.66265058517	si_iii	1206.5	0.0	
103.518295288	3.70281124115	si_iii	1206.5	0.0	
103.518295288	3.74297189713	si_iii	1206.5	0.0	
103.518295288	3.7831325531	si_iii	1206.5	0.0	
103.518295288	3.82329320908	si_iii	1206.5	0.0	
103.518295288	3.86345386505	si_iii	1206.5	0.0	
103.518295288	3.90361452103	si_iii	1206.5	0.0	
103.518295288	3.943775177	si_iii	1206.5	0.0	
103.518295288	3.98393583298	si_iii	1206.5	0.0	
103.518295288	4.02409648895	si_iii	1206.5	0.0	
103.518295288	4.06425714493	si_iii	1206.5	0.0	
103.518295288	4.1044178009	si_iii	1206.5	0.0	
103.518295288	4.14457845688	si_iii	1206.5	0.0	
103.518295288	4.18473911285	si_iii	1206.5	0.0	
103.518295288	4.22489976883	si_iii	1206.5	0.0	
103.518295288	4.2650604248	si_iii	1206.5	0.0	
103.518295288	4.30522108078	si_iii	1206.5	0.0	
103.518295288	4.34538173676	si_iii	1206.5	0.0	
103.518295288	4.38554239273	si_iii	1206.5	0.0	
103.518295288	4.42570304871	si_iii	1206.5	0.0	
103.518295288	4.46586322784	si_iii	1206.5	0.0	
103.518295288	4.50602388382	si_iii	1206.5	0.0	
103.518295288	4.54618453979	si_iii	1206.5	0.0	
103.518295288	4.58634519577	si_iii	1206.5	0.0	
103.518295288	4.62650585175	si_iii	1206.5	0.0	
103.518295288	4.66666650772	si_iii	1206.5	0.0	
103.518295288	4.7068271637	si_iii	1206.5	0.0	
103.518295288	4.74698781967	si_iii	1206.5	0.0	
103.518295288	4.78714847565	si_iii	1206.5	0.0	
103.518295288	4.82730913162	si_iii	1206.5	0.0	
103.518295288	4.8674697876	si_iii	1206.5	0.0	
103.518295288	4.90763044357	si_iii	1206.5	0.0	
103.518295288	4.94779109955	si_iii	1206.5	0.0	
103.518295288	4.98795175552	si_iii	1206.5	0.0	
103.518295288	5.0281124115	si_iii	1206.5	0.0	
103.518295288	5.06827306747	si_iii	1206.5	0.0	
103.518295288	5.10843372345	si_iii	1206.5	0.0	
103.518295288	5.14859437943	si_iii	1206.5	0.0	
103.518295288	5.1887550354	si_iii	1206.5	0.0	
103.518295288	5.22891569138	si_iii	1206.5	0.0	
103.518295288	5.26907634735	si_iii	1206.5	0.0	
103.518295288	5.30923700333	si_iii	1206.5	0.0	
103.518295288	5.3493976593	si_iii	1206.5	0.0	
103.518295288	5.38955831528	si_iii	1206.5	0.0	
103.518295288	5.42971897125	si_iii	1206.5	0.0	
103.518295288	5.46987962723	si_iii	1206.5	0.0	
103.518295288	5.5100402832	si_iii	1206.5	0.0	
103.518295288	5.55020093918	si_iii	1206.5	0.0	
103.518295288	5.59036159515	si_iii	1206.5	0.0	
103.518295288	5.63052225113	si_iii	1206.5	0.0	
103.518295288	5.6706829071	si_iii	1206.5	0.0	
103.518295288	5.71084356308	si_iii	1206.5	0.0	
103.518295288	5.75100421906	si_iii	1206.5	0.0	
103.518295288	5.79116487503	si_iii	1206.5	0.0	
103.518295288	5.83132553101	si_iii	1206.5	0.0	
103.518295288	5.87148571014	si_iii	1206.5	0.0	
103.518295288	5.91164636612	si_iii	1206.5	0.0	
103.518295288	5.95180702209	si_iii	1206.5	0.0	
103.518295288	5.99196767807	si_iii	1206.5	0.0	
103.518295288	6.03212833405	si_iii	1206.5	0.0	
103.518295288	6.07228899002	si_iii	1206.5	0.0	
103.518295288	6.112449646	si_iii	1206.5	0.0	
103.518295288	6.15261030197	si_iii	1206.5	0.0	
103.518295288	6.19277095795	si_iii	1206.5	0.0	
103.518295288	6.23293161392	si_iii	1206.5	0.0	
103.518295288	6.2730922699	si_iii	1206.5	0.0	
103.518295288	6.31325292587	si_iii	1206.5	0.0	
103.518295288	6.35341358185	si_iii	1206.5	0.0	
103.518295288	6.39357423782	si_iii	1206.5	0.0	
103.518295288	6.4337348938	si_iii	1206.5	0.0	
103.518295288	6.47389554977	si_iii	1206.5	0.0	
103.518295288	6.51405620575	si_iii	1206.5	0.0	
103.518295288	6.55421686172	si_iii	1206.5	0.0	
103.518295288	6.5943775177	si_iii	1206.5	0.0	
103.518295288	6.63453817368	si_iii	1206.5	0.0	
103.518295288	6.67469882965	si_iii	1206.5	0.0	
103.518295288	6.71485948563	si_iii	1206.5	0.0	
103.518295288	6.7550201416	si_iii	1206.5	0.0	
103.518295288	6.79518079758	si_iii	1206.5	0.0	
103.518295288	6.83534145355	si_iii	1206.5	0.0	
103.518295288	6.87550210953	si_iii	1206.5	0.0	
103.518295288	6.9156627655	si_iii	1206.5	0.0	
103.518295288	6.95582342148	si_iii	1206.5	0.0	
103.518295288	6.99598407745	si_iii	1206.5	0.0	
103.518295288	7.03614473343	si_iii	1206.5	0.0	
103.518295288	7.0763053894	si_iii	1206.5	0.0	
103.518295288	7.11646604538	si_iii	1206.5	0.0	
103.518295288	7.15662670135	si_iii	1206.5	0.0	
103.518295288	7.19678735733	si_iii	1206.5	0.0	
103.518295288	7.23694801331	si_iii	1206.5	0.0	
103.518295288	7.27710866928	si_iii	1206.5	0.0	
103.518295288	7.31726884842	si_iii	1206.5	0.0	
103.518295288	7.35742950439	si_iii	1206.5	0.0	
103.518295288	7.39759016037	si_iii	1206.5	0.0	
103.518295288	7.43775081635	si_iii	1206.5	0.0	
103.518295288	7.47791147232	si_iii	1206.5	0.0	
103.518295288	7.5180721283	si_iii	1206.5	0.0	
103.518295288	7.55823278427	si_iii	1206.5	0.0	
103.518295288	7.59839344025	si_iii	1206.5	0.0	
103.518295288	7.63855409622	si_iii	1206.5	0.0	
103.518295288	7.6787147522	si_iii	1206.5	0.0	
103.518295288	7.71887540817	si_iii	1206.5	0.0	
103.518295288	7.75903606415	si_iii	1206.5	0.0	
103.518295288	7.79919672012	si_iii	1206.5	0.0	
103.518295288	7.8393573761	si_iii	1206.5	0.0	
103.518295288	7.87951803207	si_iii	1206.5	0.0	
103.518295288	7.91967868805	si_iii	1206.5	0.0	
103.518295288	7.95983934402	si_iii	1206.5	0.0	
103.518295288	8.0	si_iii	1206.5	0.0	
108.61315155	-2.0	si_iii	1206.5	0.0	
108.61315155	-1.95983934402	si_iii	1206.5	0.0	
108.61315155	-1.91967868805	si_iii	1206.5	0.0	
108.61315155	-1.87951803207	si_iii	1206.5	0.0	
108.61315155	-1.8393573761	si_iii	1206.5	0.0	
108.61315155	-1.79919683933	si_iii	1206.5	0.0	
108.61315155	-1.75903618336	si_iii	1206.5	0.0	
108.61315155	-1.71887552738	si_iii	1206.5	0.0	
108.61315155	-1.67871487141	si_iii	1206.5	0.0	
108.61315155	-1.63855421543	si_iii	1206.5	0.0	
108.61315155	-1.59839355946	si_iii	1206.5	0.0	
108.61315155	-1.55823290348	si_iii	1206.5	0.0	
108.61315155	-1.51807224751	si_iii	1206.5	0.0	
108.61315155	-1.47791159153	si_iii	1206.5	0.0	
108.61315155	-1.43775105476	si_iii	1206.5	0.0	
108.61315155	-1.39759039879	si_iii	1206.5	0.0	
108.61315155	-1.35742974281	si_iii	1206.5	0.0	
108.61315155	-1.31726908684	si_iii	1206.5	0.0	
108.61315155	-1.27710843086	si_iii	1206.5	0.0	
108.61315155	-1.23694777489	si_iii	1206.5	0.0	
108.61315155	-1.19678711891	si_iii	1206.5	0.0	
108.61315155	-1.15662646294	si_iii	1206.5	0.0	
108.61315155	-1.11646580696	si_iii	1206.5	0.0	
108.61315155	-1.0763052702	si_iii	1206.5	0.0	
108.61315155	-1.03614461422	si_iii	1206.5	0.0	
108.61315155	-0.995983958244	si_iii	1206.5	0.0	
108.61315155	-0.955823302269	si_iii	1206.5	0.0	
108.61315155	-0.915662646294	si_iii	1206.5	0.0	
108.61315155	-0.875501990318	si_iii	1206.5	0.0	
108.61315155	-0.835341393948	si_iii	1206.5	0.0	
108.61315155	-0.795180737972	si_iii	1206.5	0.0	
108.61315155	-0.755020081997	si_iii	1206.5	0.0	
108.61315155	-0.714859426022	si_iii	1206.5	0.0	
108.61315155	-0.674698770046	si_iii	1206.5	0.0	
108.61315155	-0.634538173676	si_iii	1206.5	0.0	
108.61315155	-0.5943775177	si_iii	1206.5	0.0	
108.61315155	-0.554216861725	si_iii	1206.5	0.0	
108.61315155	-0.51405620575	si_iii	1206.5	0.0	
108.61315155	-0.473895579576	si_iii	1206.5	0.0	
108.61315155	-0.433734953403	si_iii	1206.5	0.0	
108.61315155	-0.393574297428	si_iii	1206.5	0.0	
108.61315155	-0.353413641453	si_iii	1206.5	0.0	
108.61315155	-0.31325301528	si_iii	1206.5	0.0	
108.61315155	-0.273092359304	si_iii	1206.5	0.0	
108.61315155	-0.232931733131	si_iii	1206.5	0.0	
108.61315155	-0.192771077156	si_iii	1206.5	0.0	
108.61315155	-0.152610436082	si_iii	1206.5	0.0	
108.61315155	-0.112449802458	si_iii	1206.5	0.0	
108.61315155	-0.0722891539335	si_iii	1206.5	0.0	
108.61315155	-0.0321285128593	si_iii	1206.5	0.0	
108.61315155	0.00803212821484	si_iii	1206.5	0.0	
108.61315155	0.048192769289	si_iii	1206.5	0.0	
108.61315155	0.0883534103632	si_iii	1206.5	0.0	
108.61315155	0.128514051437	si_iii	1206.5	0.0	
108.61315155	0.168674692512	si_iii	1206.5	0.0	
108.61315155	0.208835348487	si_iii	1206.5	0.0	
108.61315155	0.248995989561	si_iii	1206.5	0.0	
108.61315155	0.289156615734	si_iii	1206.5	0.0	
108.61315155	0.329317271709	si_iii	1206.5	0.0	
108.61315155	0.369477897882	si_iii	1206.5	0.0	
108.61315155	0.409638553858	si_iii	1206.5	0.0	
108.61315155	0.449799209833	si_iii	1206.5	0.0	
108.61315155	0.489959836006	si_iii	1206.5	0.0	
108.61315155	0.530120491982	si_iii	1206.5	0.0	
108.61315155	0.570281147957	si_iii	1206.5	0.0	
108.61315155	0.610441744328	si_iii	1206.5	0.0	
108.61315155	0.650602400303	si_iii	1206.5	0.0	
108.61315155	0.690763056278	si_iii	1206.5	0.0	
108.61315155	0.730923712254	si_iii	1206.5	0.0	
108.61315155	0.771084308624	si_iii	1206.5	0.0	
108.61315155	0.8112449646	si_iii	1206.5	0.0	
108.61315155	0.851405620575	si_iii	1206.5	0.0	
108.61315155	0.89156627655	si_iii	1206.5	0.0	
108.61315155	0.931726932526	si_iii	1206.5	0.0	
108.61315155	0.971887528896	si_iii	1206.5	0.0	
108.61315155	1.01204824448	si_iii	1206.5	0.0	
108.61315155	1.05220878124	si_iii	1206.5	0.0	
108.61315155	1.09236943722	si_iii	1206.5	0.0	
108.61315155	1.13253009319	si_iii	1206.5	0.0	
108.61315155	1.17269074917	si_iii	1206.5	0.0	
108.61315155	1.21285140514	si_iii	1206.5	0.0	
108.61315155	1.25301206112	si_iii	1206.5	0.0	
108.61315155	1.29317271709	si_iii	1206.5	0.0	
108.61315155	1.33333337307	si_iii	1206.5	0.0	
108.61315155	1.37349402905	si_iii	1206.5	0.0	
108.61315155	1.41365456581	si_iii	1206.5	0.0	
108.61315155	1.45381522179	si_iii	1206.5	0.0	
108.61315155	1.49397587776	si_iii	1206.5	0.0	
108.61315155	1.53413653374	si_iii	1206.5	0.0	
108.61315155	1.57429718971	si_iii	1206.5	0.0	
108.61315155	1.61445784569	si_iii	1206.5	0.0	
108.61315155	1.65461850166	si_iii	1206.5	0.0	
108.61315155	1.69477915764	si_iii	1206.5	0.0	
108.61315155	1.73493981361	si_iii	1206.5	0.0	
108.61315155	1.77510035038	si_iii	1206.5	0.0	
108.61315155	1.81526100636	si_iii	1206.5	0.0	
108.61315155	1.85542166233	si_iii	1206.5	0.0	
108.61315155	1.89558231831	si_iii	1206.5	0.0	
108.61315155	1.93574297428	si_iii	1206.5	0.0	
108.61315155	1.97590363026	si_iii	1206.5	0.0	
108.61315155	2.01606416702	si_iii	1206.5	0.0	
108.61315155	2.056224823	si_iii	1206.5	0.0	
108.61315155	2.09638547897	si_iii	1206.5	0.0	
108.61315155	2.13654613495	si_iii	1206.5	0.0	
108.61315155	2.17670679092	si_iii	1206.5	0.0	
108.61315155	2.2168674469	si_iii	1206.5	0.0	
108.61315155	2.25702810287	si_iii	1206.5	0.0	
108.61315155	2.29718875885	si_iii	1206.5	0.0	
108.61315155	2.33734941483	si_iii	1206.5	0.0	
108.61315155	2.3775100708	si_iii	1206.5	0.0	
108.61315155	2.41767072678	si_iii	1206.5	0.0	
108.61315155	2.45783138275	si_iii	1206.5	0.0	
108.61315155	2.49799203873	si_iii	1206.5	0.0	
108.61315155	2.5381526947	si_iii	1206.5	0.0	
108.61315155	2.57831335068	si_iii	1206.5	0.0	
108.61315155	2.61847400665	si_iii	1206.5	0.0	
108.61315155	2.65863442421	si_iii	1206.5	0.0	
108.61315155	2.69879508018	si_iii	1206.5	0.0	
108.61315155	2.73895573616	si_iii	1206.5	0.0	
108.61315155	2.77911639214	si_iii	1206.5	0.0	
108.61315155	2.81927704811	si_iii	1206.5	0.0	
108.61315155	2.85943770409	si_iii	1206.5	0.0	
108.61315155	2.89959836006	si_iii	1206.5	0.0	
108.61315155	2.93975901604	si_iii	1206.5	0.0	
108.61315155	2.97991967201	si_iii	1206.5	0.0	
108.61315155	3.02008032799	si_iii	1206.5	0.0	
108.61315155	3.06024098396	si_iii	1206.5	0.0	
108.61315155	3.10040163994	si_iii	1206.5	0.0	
108.61315155	3.14056229591	si_iii	1206.5	0.0	
108.61315155	3.18072295189	si_iii	1206.5	0.0	
108.61315155	3.22088360786	si_iii	1206.5	0.0	
108.61315155	3.26104426384	si_iii	1206.5	0.0	
108.61315155	3.30120491982	si_iii	1206.5	0.0	
108.61315155	3.34136557579	si_iii	1206.5	0.0	
108.61315155	3.38152599335	si_iii	1206.5	0.0	
108.61315155	3.42168664932	si_iii	1206.5	0.0	
108.61315155	3.4618473053	si_iii	1206.5	0.0	
108.61315155	3.50200796127	si_iii	1206.5	0.0	
108.61315155	3.54216861725	si_iii	1206.5	0.0	
108.61315155	3.58232927322	si_iii	1206.5	0.0	
108.61315155	3.6224899292	si_iii	1206.5	0.0	
108.61315155	3.66265058517	si_iii	1206.5	0.0	
108.61315155	3.70281124115	si_iii	1206.5	0.0	
108.61315155	3.74297189713	si_iii	1206.5	0.0	
108.61315155	3.7831325531	si_iii	1206.5	0.0	
108.61315155	3.82329320908	si_iii	1206.5	0.0	
108.61315155	3.86345386505	si_iii	1206.5	0.0	
108.61315155	3.90361452103	si_iii	1206.5	0.0	
108.61315155	3.943775177	si_iii	1206.5	0.0	
108.61315155	3.98393583298	si_iii	1206.5	0.0	
108.61315155	4.02409648895	si_iii	1206.5	0.0	
108.61315155	4.06425714493	si_iii	1206.5	0.0	
108.61315155	4.1044178009	si_iii	1206.5	0.0	
108.61315155	4.14457845688	si_iii	1206.5	0.0	
108.61315155	4.18473911285	si_iii	1206.5	0.0	
108.61315155	4.22489976883	si_iii	1206.5	0.0	
108.61315155	4.2650604248	si_iii	1206.5	0.0	
108.61315155	4.30522108078	si_iii	1206.5	0.0	
108.61315155	4.34538173676	si_iii	1206.5	0.0	
108.61315155	4.38554239273	si_iii	1206.5	0.0	
108.61315155	4.42570304871	si_iii	1206.5	0.0	
108.61315155	4.46586322784	si_iii	1206.5	0.0	
108.61315155	4.50602388382	si_iii	1206.5	0.0	
108.61315155	4.54618453979	si_iii	1206.5	0.0	
108.61315155	4.58634519577	si_iii	1206.5	0.0	
108.61315155	4.62650585175	si_iii	1206.5	0.0	
108.61315155	4.66666650772	si_iii	1206.5	0.0	
108.61315155	4.7068271637	si_iii	1206.5	0.0	
108.61315155	4.74698781967	si_iii	1206.5	0.0	
108.61315155	4.78714847565	si_iii	1206.5	0.0	
108.61315155	4.82730913162	si_iii	1206.5	0.0	
108.61315155	4.8674697876	si_iii	1206.5	0.0	
108.61315155	4.90763044357	si_iii	1206.5	0.0	
108.61315155	4.94779109955	si_iii	1206.5	0.0	
108.61315155	4.98795175552	si_iii	1206.5	0.0	
108.61315155	5.0281124115	si_iii	1206.5	0.0	
108.61315155	5.06827306747	si_iii	1206.5	0.0	
108.61315155	5.10843372345	si_iii	1206.5	0.0	
108.61315155	5.14859437943	si_iii	1206.5	0.0	
108.61315155	5.1887550354	si_iii	1206.5	0.0	
108.61315155	5.22891569138	si_iii	1206.5	0.0	
108.61315155	5.26907634735	si_iii	1206.5	0.0	
108.61315155	5.30923700333	si_iii	1206.5	0.0	
108.61315155	5.3493976593	si_iii	1206.5	0.0	
108.61315155	5.38955831528	si_iii	1206.5	0.0	
108.61315155	5.42971897125	si_iii	1206.5	0.0	
108.61315155	5.46987962723	si_iii	1206.5	0.0	
108.61315155	5.5100402832	si_iii	1206.5	0.0	
108.61315155	5.55020093918	si_iii	1206.5	0.0	
108.61315155	5.59036159515	si_iii	1206.5	0.0	
108.61315155	5.63052225113	si_iii	1206.5	0.0	
108.61315155	5.6706829071	si_iii	1206.5	0.0	
108.61315155	5.71084356308	si_iii	1206.5	0.0	
108.61315155	5.75100421906	si_iii	1206.5	0.0	
108.61315155	5.79116487503	si_iii	1206.5	0.0	
108.61315155	5.83132553101	si_iii	1206.5	0.0	
108.61315155	5.87148571014	si_iii	1206.5	0.0	
108.61315155	5.91164636612	si_iii	1206.5	0.0	
108.61315155	5.95180702209	si_iii	1206.5	0.0	
108.61315155	5.99196767807	si_iii	1206.5	0.0	
108.61315155	6.03212833405	si_iii	1206.5	0.0	
108.61315155	6.07228899002	si_iii	1206.5	0.0	
108.61315155	6.112449646	si_iii	1206.5	0.0	
108.61315155	6.15261030197	si_iii	1206.5	0.0	
108.61315155	6.19277095795	si_iii	1206.5	0.0	
