temperature	xi	mg_ii	wavelength	opacity
167.36706543	7.15662670135	mg_ii	2798.75	0.0	
167.36706543	7.19678735733	mg_ii	2798.75	0.0	
167.36706543	7.23694801331	mg_ii	2798.75	0.0	
167.36706543	7.27710866928	mg_ii	2798.75	0.0	
167.36706543	7.31726884842	mg_ii	2798.75	0.0	
167.36706543	7.35742950439	mg_ii	2798.75	0.0	
167.36706543	7.39759016037	mg_ii	2798.75	0.0	
167.36706543	7.43775081635	mg_ii	2798.75	0.0	
167.36706543	7.47791147232	mg_ii	2798.75	0.0	
167.36706543	7.5180721283	mg_ii	2798.75	0.0	
167.36706543	7.55823278427	mg_ii	2798.75	0.0	
167.36706543	7.59839344025	mg_ii	2798.75	0.0	
167.36706543	7.63855409622	mg_ii	2798.75	0.0	
167.36706543	7.6787147522	mg_ii	2798.75	0.0	
167.36706543	7.71887540817	mg_ii	2798.75	0.0	
167.36706543	7.75903606415	mg_ii	2798.75	0.0	
167.36706543	7.79919672012	mg_ii	2798.75	0.0	
167.36706543	7.8393573761	mg_ii	2798.75	0.0	
167.36706543	7.87951803207	mg_ii	2798.75	0.0	
167.36706543	7.91967868805	mg_ii	2798.75	0.0	
167.36706543	7.95983934402	mg_ii	2798.75	0.0	
167.36706543	8.0	mg_ii	2798.75	0.0	
175.604354858	-2.0	mg_ii	2798.75	0.0	
175.604354858	-1.95983934402	mg_ii	2798.75	0.0	
175.604354858	-1.91967868805	mg_ii	2798.75	0.0	
175.604354858	-1.87951803207	mg_ii	2798.75	0.0	
175.604354858	-1.8393573761	mg_ii	2798.75	0.0	
175.604354858	-1.79919683933	mg_ii	2798.75	0.0	
175.604354858	-1.75903618336	mg_ii	2798.75	0.0	
175.604354858	-1.71887552738	mg_ii	2798.75	0.0	
175.604354858	-1.67871487141	mg_ii	2798.75	0.0	
175.604354858	-1.63855421543	mg_ii	2798.75	0.0	
175.604354858	-1.59839355946	mg_ii	2798.75	0.0	
175.604354858	-1.55823290348	mg_ii	2798.75	0.0	
175.604354858	-1.51807224751	mg_ii	2798.75	0.0	
175.604354858	-1.47791159153	mg_ii	2798.75	0.0	
175.604354858	-1.43775105476	mg_ii	2798.75	0.0	
175.604354858	-1.39759039879	mg_ii	2798.75	0.0	
175.604354858	-1.35742974281	mg_ii	2798.75	0.0	
175.604354858	-1.31726908684	mg_ii	2798.75	0.0	
175.604354858	-1.27710843086	mg_ii	2798.75	0.0	
175.604354858	-1.23694777489	mg_ii	2798.75	0.0	
175.604354858	-1.19678711891	mg_ii	2798.75	0.0	
175.604354858	-1.15662646294	mg_ii	2798.75	0.0	
175.604354858	-1.11646580696	mg_ii	2798.75	0.0	
175.604354858	-1.0763052702	mg_ii	2798.75	0.0	
175.604354858	-1.03614461422	mg_ii	2798.75	0.0	
175.604354858	-0.995983958244	mg_ii	2798.75	0.0	
175.604354858	-0.955823302269	mg_ii	2798.75	0.0	
175.604354858	-0.915662646294	mg_ii	2798.75	0.0	
175.604354858	-0.875501990318	mg_ii	2798.75	0.0	
175.604354858	-0.835341393948	mg_ii	2798.75	0.0	
175.604354858	-0.795180737972	mg_ii	2798.75	0.0	
175.604354858	-0.755020081997	mg_ii	2798.75	0.0	
175.604354858	-0.714859426022	mg_ii	2798.75	0.0	
175.604354858	-0.674698770046	mg_ii	2798.75	0.0	
175.604354858	-0.634538173676	mg_ii	2798.75	0.0	
175.604354858	-0.5943775177	mg_ii	2798.75	0.0	
175.604354858	-0.554216861725	mg_ii	2798.75	0.0	
175.604354858	-0.51405620575	mg_ii	2798.75	0.0	
175.604354858	-0.473895579576	mg_ii	2798.75	0.0	
175.604354858	-0.433734953403	mg_ii	2798.75	0.0	
175.604354858	-0.393574297428	mg_ii	2798.75	0.0	
175.604354858	-0.353413641453	mg_ii	2798.75	0.0	
175.604354858	-0.31325301528	mg_ii	2798.75	0.0	
175.604354858	-0.273092359304	mg_ii	2798.75	0.0	
175.604354858	-0.232931733131	mg_ii	2798.75	0.0	
175.604354858	-0.192771077156	mg_ii	2798.75	0.0	
175.604354858	-0.152610436082	mg_ii	2798.75	0.0	
175.604354858	-0.112449802458	mg_ii	2798.75	0.0	
175.604354858	-0.0722891539335	mg_ii	2798.75	0.0	
175.604354858	-0.0321285128593	mg_ii	2798.75	0.0	
175.604354858	0.00803212821484	mg_ii	2798.75	0.0	
175.604354858	0.048192769289	mg_ii	2798.75	0.0	
175.604354858	0.0883534103632	mg_ii	2798.75	0.0	
175.604354858	0.128514051437	mg_ii	2798.75	0.0	
175.604354858	0.168674692512	mg_ii	2798.75	0.0	
175.604354858	0.208835348487	mg_ii	2798.75	0.0	
175.604354858	0.248995989561	mg_ii	2798.75	0.0	
175.604354858	0.289156615734	mg_ii	2798.75	0.0	
175.604354858	0.329317271709	mg_ii	2798.75	0.0	
175.604354858	0.369477897882	mg_ii	2798.75	0.0	
175.604354858	0.409638553858	mg_ii	2798.75	0.0	
175.604354858	0.449799209833	mg_ii	2798.75	0.0	
175.604354858	0.489959836006	mg_ii	2798.75	0.0	
175.604354858	0.530120491982	mg_ii	2798.75	0.0	
175.604354858	0.570281147957	mg_ii	2798.75	0.0	
175.604354858	0.610441744328	mg_ii	2798.75	0.0	
175.604354858	0.650602400303	mg_ii	2798.75	0.0	
175.604354858	0.690763056278	mg_ii	2798.75	0.0	
175.604354858	0.730923712254	mg_ii	2798.75	0.0	
175.604354858	0.771084308624	mg_ii	2798.75	0.0	
175.604354858	0.8112449646	mg_ii	2798.75	0.0	
175.604354858	0.851405620575	mg_ii	2798.75	0.0	
175.604354858	0.89156627655	mg_ii	2798.75	0.0	
175.604354858	0.931726932526	mg_ii	2798.75	0.0	
175.604354858	0.971887528896	mg_ii	2798.75	0.0	
175.604354858	1.01204824448	mg_ii	2798.75	0.0	
175.604354858	1.05220878124	mg_ii	2798.75	0.0	
175.604354858	1.09236943722	mg_ii	2798.75	0.0	
175.604354858	1.13253009319	mg_ii	2798.75	0.0	
175.604354858	1.17269074917	mg_ii	2798.75	0.0	
175.604354858	1.21285140514	mg_ii	2798.75	0.0	
175.604354858	1.25301206112	mg_ii	2798.75	0.0	
175.604354858	1.29317271709	mg_ii	2798.75	0.0	
175.604354858	1.33333337307	mg_ii	2798.75	0.0	
175.604354858	1.37349402905	mg_ii	2798.75	0.0	
175.604354858	1.41365456581	mg_ii	2798.75	0.0	
175.604354858	1.45381522179	mg_ii	2798.75	0.0	
175.604354858	1.49397587776	mg_ii	2798.75	0.0	
175.604354858	1.53413653374	mg_ii	2798.75	0.0	
175.604354858	1.57429718971	mg_ii	2798.75	0.0	
175.604354858	1.61445784569	mg_ii	2798.75	0.0	
175.604354858	1.65461850166	mg_ii	2798.75	0.0	
175.604354858	1.69477915764	mg_ii	2798.75	0.0	
175.604354858	1.73493981361	mg_ii	2798.75	0.0	
175.604354858	1.77510035038	mg_ii	2798.75	0.0	
175.604354858	1.81526100636	mg_ii	2798.75	0.0	
175.604354858	1.85542166233	mg_ii	2798.75	0.0	
175.604354858	1.89558231831	mg_ii	2798.75	0.0	
175.604354858	1.93574297428	mg_ii	2798.75	0.0	
175.604354858	1.97590363026	mg_ii	2798.75	0.0	
175.604354858	2.01606416702	mg_ii	2798.75	0.0	
175.604354858	2.056224823	mg_ii	2798.75	0.0	
175.604354858	2.09638547897	mg_ii	2798.75	0.0	
175.604354858	2.13654613495	mg_ii	2798.75	0.0	
175.604354858	2.17670679092	mg_ii	2798.75	0.0	
175.604354858	2.2168674469	mg_ii	2798.75	0.0	
175.604354858	2.25702810287	mg_ii	2798.75	0.0	
175.604354858	2.29718875885	mg_ii	2798.75	0.0	
175.604354858	2.33734941483	mg_ii	2798.75	0.0	
175.604354858	2.3775100708	mg_ii	2798.75	0.0	
175.604354858	2.41767072678	mg_ii	2798.75	0.0	
175.604354858	2.45783138275	mg_ii	2798.75	0.0	
175.604354858	2.49799203873	mg_ii	2798.75	0.0	
175.604354858	2.5381526947	mg_ii	2798.75	0.0	
175.604354858	2.57831335068	mg_ii	2798.75	0.0	
175.604354858	2.61847400665	mg_ii	2798.75	0.0	
175.604354858	2.65863442421	mg_ii	2798.75	0.0	
175.604354858	2.69879508018	mg_ii	2798.75	0.0	
175.604354858	2.73895573616	mg_ii	2798.75	0.0	
175.604354858	2.77911639214	mg_ii	2798.75	0.0	
175.604354858	2.81927704811	mg_ii	2798.75	0.0	
175.604354858	2.85943770409	mg_ii	2798.75	0.0	
175.604354858	2.89959836006	mg_ii	2798.75	0.0	
175.604354858	2.93975901604	mg_ii	2798.75	0.0	
175.604354858	2.97991967201	mg_ii	2798.75	0.0	
175.604354858	3.02008032799	mg_ii	2798.75	0.0	
175.604354858	3.06024098396	mg_ii	2798.75	0.0	
175.604354858	3.10040163994	mg_ii	2798.75	0.0	
175.604354858	3.14056229591	mg_ii	2798.75	0.0	
175.604354858	3.18072295189	mg_ii	2798.75	0.0	
175.604354858	3.22088360786	mg_ii	2798.75	0.0	
175.604354858	3.26104426384	mg_ii	2798.75	0.0	
175.604354858	3.30120491982	mg_ii	2798.75	0.0	
175.604354858	3.34136557579	mg_ii	2798.75	0.0	
175.604354858	3.38152599335	mg_ii	2798.75	0.0	
175.604354858	3.42168664932	mg_ii	2798.75	0.0	
175.604354858	3.4618473053	mg_ii	2798.75	0.0	
175.604354858	3.50200796127	mg_ii	2798.75	0.0	
175.604354858	3.54216861725	mg_ii	2798.75	0.0	
175.604354858	3.58232927322	mg_ii	2798.75	0.0	
175.604354858	3.6224899292	mg_ii	2798.75	0.0	
175.604354858	3.66265058517	mg_ii	2798.75	0.0	
175.604354858	3.70281124115	mg_ii	2798.75	0.0	
175.604354858	3.74297189713	mg_ii	2798.75	0.0	
175.604354858	3.7831325531	mg_ii	2798.75	0.0	
175.604354858	3.82329320908	mg_ii	2798.75	0.0	
175.604354858	3.86345386505	mg_ii	2798.75	0.0	
175.604354858	3.90361452103	mg_ii	2798.75	0.0	
175.604354858	3.943775177	mg_ii	2798.75	0.0	
175.604354858	3.98393583298	mg_ii	2798.75	0.0	
175.604354858	4.02409648895	mg_ii	2798.75	0.0	
175.604354858	4.06425714493	mg_ii	2798.75	0.0	
175.604354858	4.1044178009	mg_ii	2798.75	0.0	
175.604354858	4.14457845688	mg_ii	2798.75	0.0	
175.604354858	4.18473911285	mg_ii	2798.75	0.0	
175.604354858	4.22489976883	mg_ii	2798.75	0.0	
175.604354858	4.2650604248	mg_ii	2798.75	0.0	
175.604354858	4.30522108078	mg_ii	2798.75	0.0	
175.604354858	4.34538173676	mg_ii	2798.75	0.0	
175.604354858	4.38554239273	mg_ii	2798.75	0.0	
175.604354858	4.42570304871	mg_ii	2798.75	0.0	
175.604354858	4.46586322784	mg_ii	2798.75	0.0	
175.604354858	4.50602388382	mg_ii	2798.75	0.0	
175.604354858	4.54618453979	mg_ii	2798.75	0.0	
175.604354858	4.58634519577	mg_ii	2798.75	0.0	
175.604354858	4.62650585175	mg_ii	2798.75	0.0	
175.604354858	4.66666650772	mg_ii	2798.75	0.0	
175.604354858	4.7068271637	mg_ii	2798.75	0.0	
175.604354858	4.74698781967	mg_ii	2798.75	0.0	
175.604354858	4.78714847565	mg_ii	2798.75	0.0	
175.604354858	4.82730913162	mg_ii	2798.75	0.0	
175.604354858	4.8674697876	mg_ii	2798.75	0.0	
175.604354858	4.90763044357	mg_ii	2798.75	0.0	
175.604354858	4.94779109955	mg_ii	2798.75	0.0	
175.604354858	4.98795175552	mg_ii	2798.75	0.0	
175.604354858	5.0281124115	mg_ii	2798.75	0.0	
175.604354858	5.06827306747	mg_ii	2798.75	0.0	
175.604354858	5.10843372345	mg_ii	2798.75	0.0	
175.604354858	5.14859437943	mg_ii	2798.75	0.0	
175.604354858	5.1887550354	mg_ii	2798.75	0.0	
175.604354858	5.22891569138	mg_ii	2798.75	0.0	
175.604354858	5.26907634735	mg_ii	2798.75	0.0	
175.604354858	5.30923700333	mg_ii	2798.75	0.0	
175.604354858	5.3493976593	mg_ii	2798.75	0.0	
175.604354858	5.38955831528	mg_ii	2798.75	0.0	
175.604354858	5.42971897125	mg_ii	2798.75	0.0	
175.604354858	5.46987962723	mg_ii	2798.75	0.0	
175.604354858	5.5100402832	mg_ii	2798.75	0.0	
175.604354858	5.55020093918	mg_ii	2798.75	0.0	
175.604354858	5.59036159515	mg_ii	2798.75	0.0	
175.604354858	5.63052225113	mg_ii	2798.75	0.0	
175.604354858	5.6706829071	mg_ii	2798.75	0.0	
175.604354858	5.71084356308	mg_ii	2798.75	0.0	
175.604354858	5.75100421906	mg_ii	2798.75	0.0	
175.604354858	5.79116487503	mg_ii	2798.75	0.0	
175.604354858	5.83132553101	mg_ii	2798.75	0.0	
175.604354858	5.87148571014	mg_ii	2798.75	0.0	
175.604354858	5.91164636612	mg_ii	2798.75	0.0	
175.604354858	5.95180702209	mg_ii	2798.75	0.0	
175.604354858	5.99196767807	mg_ii	2798.75	0.0	
175.604354858	6.03212833405	mg_ii	2798.75	0.0	
175.604354858	6.07228899002	mg_ii	2798.75	0.0	
175.604354858	6.112449646	mg_ii	2798.75	0.0	
175.604354858	6.15261030197	mg_ii	2798.75	0.0	
175.604354858	6.19277095795	mg_ii	2798.75	0.0	
175.604354858	6.23293161392	mg_ii	2798.75	0.0	
175.604354858	6.2730922699	mg_ii	2798.75	0.0	
175.604354858	6.31325292587	mg_ii	2798.75	0.0	
175.604354858	6.35341358185	mg_ii	2798.75	0.0	
175.604354858	6.39357423782	mg_ii	2798.75	0.0	
175.604354858	6.4337348938	mg_ii	2798.75	0.0	
175.604354858	6.47389554977	mg_ii	2798.75	0.0	
175.604354858	6.51405620575	mg_ii	2798.75	0.0	
175.604354858	6.55421686172	mg_ii	2798.75	0.0	
175.604354858	6.5943775177	mg_ii	2798.75	0.0	
175.604354858	6.63453817368	mg_ii	2798.75	0.0	
175.604354858	6.67469882965	mg_ii	2798.75	0.0	
175.604354858	6.71485948563	mg_ii	2798.75	0.0	
175.604354858	6.7550201416	mg_ii	2798.75	0.0	
175.604354858	6.79518079758	mg_ii	2798.75	0.0	
175.604354858	6.83534145355	mg_ii	2798.75	0.0	
175.604354858	6.87550210953	mg_ii	2798.75	0.0	
175.604354858	6.9156627655	mg_ii	2798.75	0.0	
175.604354858	6.95582342148	mg_ii	2798.75	0.0	
175.604354858	6.99598407745	mg_ii	2798.75	0.0	
175.604354858	7.03614473343	mg_ii	2798.75	0.0	
175.604354858	7.0763053894	mg_ii	2798.75	0.0	
175.604354858	7.11646604538	mg_ii	2798.75	0.0	
175.604354858	7.15662670135	mg_ii	2798.75	0.0	
175.604354858	7.19678735733	mg_ii	2798.75	0.0	
175.604354858	7.23694801331	mg_ii	2798.75	0.0	
175.604354858	7.27710866928	mg_ii	2798.75	0.0	
175.604354858	7.31726884842	mg_ii	2798.75	0.0	
175.604354858	7.35742950439	mg_ii	2798.75	0.0	
175.604354858	7.39759016037	mg_ii	2798.75	0.0	
175.604354858	7.43775081635	mg_ii	2798.75	0.0	
175.604354858	7.47791147232	mg_ii	2798.75	0.0	
175.604354858	7.5180721283	mg_ii	2798.75	0.0	
175.604354858	7.55823278427	mg_ii	2798.75	0.0	
175.604354858	7.59839344025	mg_ii	2798.75	0.0	
175.604354858	7.63855409622	mg_ii	2798.75	0.0	
175.604354858	7.6787147522	mg_ii	2798.75	0.0	
175.604354858	7.71887540817	mg_ii	2798.75	0.0	
175.604354858	7.75903606415	mg_ii	2798.75	0.0	
175.604354858	7.79919672012	mg_ii	2798.75	0.0	
175.604354858	7.8393573761	mg_ii	2798.75	0.0	
175.604354858	7.87951803207	mg_ii	2798.75	0.0	
175.604354858	7.91967868805	mg_ii	2798.75	0.0	
175.604354858	7.95983934402	mg_ii	2798.75	0.0	
175.604354858	8.0	mg_ii	2798.75	0.0	
184.247070312	-2.0	mg_ii	2798.75	0.0	
184.247070312	-1.95983934402	mg_ii	2798.75	0.0	
184.247070312	-1.91967868805	mg_ii	2798.75	0.0	
184.247070312	-1.87951803207	mg_ii	2798.75	0.0	
184.247070312	-1.8393573761	mg_ii	2798.75	0.0	
184.247070312	-1.79919683933	mg_ii	2798.75	0.0	
184.247070312	-1.75903618336	mg_ii	2798.75	0.0	
184.247070312	-1.71887552738	mg_ii	2798.75	0.0	
184.247070312	-1.67871487141	mg_ii	2798.75	0.0	
184.247070312	-1.63855421543	mg_ii	2798.75	0.0	
184.247070312	-1.59839355946	mg_ii	2798.75	0.0	
184.247070312	-1.55823290348	mg_ii	2798.75	0.0	
184.247070312	-1.51807224751	mg_ii	2798.75	0.0	
184.247070312	-1.47791159153	mg_ii	2798.75	0.0	
184.247070312	-1.43775105476	mg_ii	2798.75	0.0	
184.247070312	-1.39759039879	mg_ii	2798.75	0.0	
184.247070312	-1.35742974281	mg_ii	2798.75	0.0	
184.247070312	-1.31726908684	mg_ii	2798.75	0.0	
184.247070312	-1.27710843086	mg_ii	2798.75	0.0	
184.247070312	-1.23694777489	mg_ii	2798.75	0.0	
184.247070312	-1.19678711891	mg_ii	2798.75	0.0	
184.247070312	-1.15662646294	mg_ii	2798.75	0.0	
184.247070312	-1.11646580696	mg_ii	2798.75	0.0	
184.247070312	-1.0763052702	mg_ii	2798.75	0.0	
184.247070312	-1.03614461422	mg_ii	2798.75	0.0	
184.247070312	-0.995983958244	mg_ii	2798.75	0.0	
184.247070312	-0.955823302269	mg_ii	2798.75	0.0	
184.247070312	-0.915662646294	mg_ii	2798.75	0.0	
184.247070312	-0.875501990318	mg_ii	2798.75	0.0	
184.247070312	-0.835341393948	mg_ii	2798.75	0.0	
184.247070312	-0.795180737972	mg_ii	2798.75	0.0	
184.247070312	-0.755020081997	mg_ii	2798.75	0.0	
184.247070312	-0.714859426022	mg_ii	2798.75	0.0	
184.247070312	-0.674698770046	mg_ii	2798.75	0.0	
184.247070312	-0.634538173676	mg_ii	2798.75	0.0	
184.247070312	-0.5943775177	mg_ii	2798.75	0.0	
184.247070312	-0.554216861725	mg_ii	2798.75	0.0	
184.247070312	-0.51405620575	mg_ii	2798.75	0.0	
184.247070312	-0.473895579576	mg_ii	2798.75	0.0	
184.247070312	-0.433734953403	mg_ii	2798.75	0.0	
184.247070312	-0.393574297428	mg_ii	2798.75	0.0	
184.247070312	-0.353413641453	mg_ii	2798.75	0.0	
184.247070312	-0.31325301528	mg_ii	2798.75	0.0	
184.247070312	-0.273092359304	mg_ii	2798.75	0.0	
184.247070312	-0.232931733131	mg_ii	2798.75	0.0	
184.247070312	-0.192771077156	mg_ii	2798.75	0.0	
184.247070312	-0.152610436082	mg_ii	2798.75	0.0	
184.247070312	-0.112449802458	mg_ii	2798.75	0.0	
184.247070312	-0.0722891539335	mg_ii	2798.75	0.0	
184.247070312	-0.0321285128593	mg_ii	2798.75	0.0	
184.247070312	0.00803212821484	mg_ii	2798.75	0.0	
184.247070312	0.048192769289	mg_ii	2798.75	0.0	
184.247070312	0.0883534103632	mg_ii	2798.75	0.0	
184.247070312	0.128514051437	mg_ii	2798.75	0.0	
184.247070312	0.168674692512	mg_ii	2798.75	0.0	
184.247070312	0.208835348487	mg_ii	2798.75	0.0	
184.247070312	0.248995989561	mg_ii	2798.75	0.0	
184.247070312	0.289156615734	mg_ii	2798.75	0.0	
184.247070312	0.329317271709	mg_ii	2798.75	0.0	
184.247070312	0.369477897882	mg_ii	2798.75	0.0	
184.247070312	0.409638553858	mg_ii	2798.75	0.0	
184.247070312	0.449799209833	mg_ii	2798.75	0.0	
184.247070312	0.489959836006	mg_ii	2798.75	0.0	
184.247070312	0.530120491982	mg_ii	2798.75	0.0	
184.247070312	0.570281147957	mg_ii	2798.75	0.0	
184.247070312	0.610441744328	mg_ii	2798.75	0.0	
184.247070312	0.650602400303	mg_ii	2798.75	0.0	
184.247070312	0.690763056278	mg_ii	2798.75	0.0	
184.247070312	0.730923712254	mg_ii	2798.75	0.0	
184.247070312	0.771084308624	mg_ii	2798.75	0.0	
184.247070312	0.8112449646	mg_ii	2798.75	0.0	
184.247070312	0.851405620575	mg_ii	2798.75	0.0	
184.247070312	0.89156627655	mg_ii	2798.75	0.0	
184.247070312	0.931726932526	mg_ii	2798.75	0.0	
184.247070312	0.971887528896	mg_ii	2798.75	0.0	
184.247070312	1.01204824448	mg_ii	2798.75	0.0	
184.247070312	1.05220878124	mg_ii	2798.75	0.0	
184.247070312	1.09236943722	mg_ii	2798.75	0.0	
184.247070312	1.13253009319	mg_ii	2798.75	0.0	
184.247070312	1.17269074917	mg_ii	2798.75	0.0	
184.247070312	1.21285140514	mg_ii	2798.75	0.0	
184.247070312	1.25301206112	mg_ii	2798.75	0.0	
184.247070312	1.29317271709	mg_ii	2798.75	0.0	
184.247070312	1.33333337307	mg_ii	2798.75	0.0	
184.247070312	1.37349402905	mg_ii	2798.75	0.0	
184.247070312	1.41365456581	mg_ii	2798.75	0.0	
184.247070312	1.45381522179	mg_ii	2798.75	0.0	
184.247070312	1.49397587776	mg_ii	2798.75	0.0	
184.247070312	1.53413653374	mg_ii	2798.75	0.0	
184.247070312	1.57429718971	mg_ii	2798.75	0.0	
184.247070312	1.61445784569	mg_ii	2798.75	0.0	
184.247070312	1.65461850166	mg_ii	2798.75	0.0	
184.247070312	1.69477915764	mg_ii	2798.75	0.0	
184.247070312	1.73493981361	mg_ii	2798.75	0.0	
184.247070312	1.77510035038	mg_ii	2798.75	0.0	
184.247070312	1.81526100636	mg_ii	2798.75	0.0	
184.247070312	1.85542166233	mg_ii	2798.75	0.0	
184.247070312	1.89558231831	mg_ii	2798.75	0.0	
184.247070312	1.93574297428	mg_ii	2798.75	0.0	
184.247070312	1.97590363026	mg_ii	2798.75	0.0	
184.247070312	2.01606416702	mg_ii	2798.75	0.0	
184.247070312	2.056224823	mg_ii	2798.75	0.0	
184.247070312	2.09638547897	mg_ii	2798.75	0.0	
184.247070312	2.13654613495	mg_ii	2798.75	0.0	
184.247070312	2.17670679092	mg_ii	2798.75	0.0	
184.247070312	2.2168674469	mg_ii	2798.75	0.0	
184.247070312	2.25702810287	mg_ii	2798.75	0.0	
184.247070312	2.29718875885	mg_ii	2798.75	0.0	
184.247070312	2.33734941483	mg_ii	2798.75	0.0	
184.247070312	2.3775100708	mg_ii	2798.75	0.0	
184.247070312	2.41767072678	mg_ii	2798.75	0.0	
184.247070312	2.45783138275	mg_ii	2798.75	0.0	
184.247070312	2.49799203873	mg_ii	2798.75	0.0	
184.247070312	2.5381526947	mg_ii	2798.75	0.0	
184.247070312	2.57831335068	mg_ii	2798.75	0.0	
184.247070312	2.61847400665	mg_ii	2798.75	0.0	
184.247070312	2.65863442421	mg_ii	2798.75	0.0	
184.247070312	2.69879508018	mg_ii	2798.75	0.0	
184.247070312	2.73895573616	mg_ii	2798.75	0.0	
184.247070312	2.77911639214	mg_ii	2798.75	0.0	
184.247070312	2.81927704811	mg_ii	2798.75	0.0	
184.247070312	2.85943770409	mg_ii	2798.75	0.0	
184.247070312	2.89959836006	mg_ii	2798.75	0.0	
184.247070312	2.93975901604	mg_ii	2798.75	0.0	
184.247070312	2.97991967201	mg_ii	2798.75	0.0	
184.247070312	3.02008032799	mg_ii	2798.75	0.0	
184.247070312	3.06024098396	mg_ii	2798.75	0.0	
184.247070312	3.10040163994	mg_ii	2798.75	0.0	
184.247070312	3.14056229591	mg_ii	2798.75	0.0	
184.247070312	3.18072295189	mg_ii	2798.75	0.0	
184.247070312	3.22088360786	mg_ii	2798.75	0.0	
184.247070312	3.26104426384	mg_ii	2798.75	0.0	
184.247070312	3.30120491982	mg_ii	2798.75	0.0	
184.247070312	3.34136557579	mg_ii	2798.75	0.0	
184.247070312	3.38152599335	mg_ii	2798.75	0.0	
184.247070312	3.42168664932	mg_ii	2798.75	0.0	
184.247070312	3.4618473053	mg_ii	2798.75	0.0	
184.247070312	3.50200796127	mg_ii	2798.75	0.0	
184.247070312	3.54216861725	mg_ii	2798.75	0.0	
184.247070312	3.58232927322	mg_ii	2798.75	0.0	
184.247070312	3.6224899292	mg_ii	2798.75	0.0	
184.247070312	3.66265058517	mg_ii	2798.75	0.0	
184.247070312	3.70281124115	mg_ii	2798.75	0.0	
184.247070312	3.74297189713	mg_ii	2798.75	0.0	
184.247070312	3.7831325531	mg_ii	2798.75	0.0	
184.247070312	3.82329320908	mg_ii	2798.75	0.0	
184.247070312	3.86345386505	mg_ii	2798.75	0.0	
184.247070312	3.90361452103	mg_ii	2798.75	0.0	
184.247070312	3.943775177	mg_ii	2798.75	0.0	
184.247070312	3.98393583298	mg_ii	2798.75	0.0	
184.247070312	4.02409648895	mg_ii	2798.75	0.0	
184.247070312	4.06425714493	mg_ii	2798.75	0.0	
184.247070312	4.1044178009	mg_ii	2798.75	0.0	
184.247070312	4.14457845688	mg_ii	2798.75	0.0	
184.247070312	4.18473911285	mg_ii	2798.75	0.0	
184.247070312	4.22489976883	mg_ii	2798.75	0.0	
184.247070312	4.2650604248	mg_ii	2798.75	0.0	
184.247070312	4.30522108078	mg_ii	2798.75	0.0	
184.247070312	4.34538173676	mg_ii	2798.75	0.0	
184.247070312	4.38554239273	mg_ii	2798.75	0.0	
184.247070312	4.42570304871	mg_ii	2798.75	0.0	
184.247070312	4.46586322784	mg_ii	2798.75	0.0	
184.247070312	4.50602388382	mg_ii	2798.75	0.0	
184.247070312	4.54618453979	mg_ii	2798.75	0.0	
184.247070312	4.58634519577	mg_ii	2798.75	0.0	
184.247070312	4.62650585175	mg_ii	2798.75	0.0	
184.247070312	4.66666650772	mg_ii	2798.75	0.0	
184.247070312	4.7068271637	mg_ii	2798.75	0.0	
184.247070312	4.74698781967	mg_ii	2798.75	0.0	
184.247070312	4.78714847565	mg_ii	2798.75	0.0	
184.247070312	4.82730913162	mg_ii	2798.75	0.0	
184.247070312	4.8674697876	mg_ii	2798.75	0.0	
184.247070312	4.90763044357	mg_ii	2798.75	0.0	
184.247070312	4.94779109955	mg_ii	2798.75	0.0	
184.247070312	4.98795175552	mg_ii	2798.75	0.0	
184.247070312	5.0281124115	mg_ii	2798.75	0.0	
184.247070312	5.06827306747	mg_ii	2798.75	0.0	
184.247070312	5.10843372345	mg_ii	2798.75	0.0	
184.247070312	5.14859437943	mg_ii	2798.75	0.0	
184.247070312	5.1887550354	mg_ii	2798.75	0.0	
184.247070312	5.22891569138	mg_ii	2798.75	0.0	
184.247070312	5.26907634735	mg_ii	2798.75	0.0	
184.247070312	5.30923700333	mg_ii	2798.75	0.0	
184.247070312	5.3493976593	mg_ii	2798.75	0.0	
184.247070312	5.38955831528	mg_ii	2798.75	0.0	
184.247070312	5.42971897125	mg_ii	2798.75	0.0	
184.247070312	5.46987962723	mg_ii	2798.75	0.0	
184.247070312	5.5100402832	mg_ii	2798.75	0.0	
184.247070312	5.55020093918	mg_ii	2798.75	0.0	
184.247070312	5.59036159515	mg_ii	2798.75	0.0	
184.247070312	5.63052225113	mg_ii	2798.75	0.0	
184.247070312	5.6706829071	mg_ii	2798.75	0.0	
184.247070312	5.71084356308	mg_ii	2798.75	0.0	
184.247070312	5.75100421906	mg_ii	2798.75	0.0	
184.247070312	5.79116487503	mg_ii	2798.75	0.0	
184.247070312	5.83132553101	mg_ii	2798.75	0.0	
184.247070312	5.87148571014	mg_ii	2798.75	0.0	
184.247070312	5.91164636612	mg_ii	2798.75	0.0	
184.247070312	5.95180702209	mg_ii	2798.75	0.0	
184.247070312	5.99196767807	mg_ii	2798.75	0.0	
184.247070312	6.03212833405	mg_ii	2798.75	0.0	
184.247070312	6.07228899002	mg_ii	2798.75	0.0	
184.247070312	6.112449646	mg_ii	2798.75	0.0	
184.247070312	6.15261030197	mg_ii	2798.75	0.0	
184.247070312	6.19277095795	mg_ii	2798.75	0.0	
184.247070312	6.23293161392	mg_ii	2798.75	0.0	
